sender,date,subject,source,label
df60a082c0e5c1fb2a3a5183ca7627a2e0cd2cab2c19e0833620e41f8b54746f,2001-12-15 15:57:03-06:00,[PRODUCT] w/ [PRODUCT] -> [FINANCIAL_INFO].  colorless cruelest,trec5,1.0
50eed47870c5c1ac7fba35e89c894882b39c32c96a0dffafd939fc657a31178e,2001-12-15 15:57:21-06:00,something unusual,trec5,1.0
bb6c9c36f00843dc21adc2b9837045520b7a22e8e0f6984fe557fd386f10be04,2001-12-16 03:31:21+04:00,I'm lonely fun lets hook up,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 16:38:09-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
c979b5aff114a241dfbcb8e14e9df721247162195c818cc53999ecfa8d8097d5,2001-12-17 20:00:48+00:00,<|SIMBOL|><|SIMBOL|>À<|SIMBOL|><|SIMBOL|>ë <|SIMBOL|><|SIMBOL|><|SIMBOL|>ócd <|SIMBOL|>ßÀ<|SIMBOL|><|SIMBOL|><|SIMBOL|>Á<|SIMBOL|>Ã<|SIMBOL|>ÀÚ <|SIMBOL|><|SIMBOL|><|SIMBOL|>á <|SIMBOL|>ÅÃ<|SIMBOL|>ÇÏ<|SIMBOL|><|SIMBOL|><|SIMBOL|>ä lfqxils,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 17:38:19-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
411fcac1ab4200844d0e5645a1ee5bd5233eac6bac4d57c26848ac99badc3c0d,2001-12-16 00:00:00+00:00,WITH LOVE,trec5,1.0
98660cea02c288bbb3b519fa31b33fab37a0389ef640ae5975ad7dff51372c35,2001-12-15 14:19:59-08:00,Your [PRODUCT] is out of date - Upgrade Now!,trec5,1.0
a096f9fea2111c35dc775d4dba352d61981a00d82515f12a8d23234147659753,2001-12-15 16:33:48+00:00,Petite Busty Asian Teen Spreading Unshaved Pussy diminutive,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 18:38:15-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 19:38:20-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
d184ea5f5acca085dad1829385041fea41f32876001e7043797434643fd9b876,2001-12-15 18:14:55-08:00,Its so easy - do it online [EMAIL_ADDRESS],trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 20:37:29-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
7ea9b89770d48ddcf9ac14b855981d37c5a2aa85799e62977a3b609991c7d401,2001-12-15 19:15:43-06:00,Fwd: FW: [NAME] Contact,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 21:37:27-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
1b67991850726397e0c81fb5e5c66068d52a75d86ede056a23a1b673f8850f1a,2001-12-15 21:50:53-06:00,URGENT GOOD NEWS.,trec5,1.0
b1b7494ce867249da59b72b174bdc3c3ebdfa00668eff23b866f0e14142addbb,2001-12-16 05:54:54+00:00,Get RiD huge on pharmaceut1cals.,trec5,1.0
1d1902e567992bc1620f1d7d930e55e2cc85ec344931f868de2423ec7efef759,2001-12-16 05:18:08+01:00,Great value with onlinne rx refill recappable,trec5,1.0
db8ea561b60602f9dee95681a3e2c891146a78028285eb0c6acb1c501c70fd9d,2001-12-15 20:01:53+10:00,Search for bargains on rx meds boat,trec5,1.0
f68b96b2141fe4a9bed738abdb145c41e43a0f9c7596272495fe8cae47c82866,2001-12-16 06:11:34+00:00,Act now for quality rx meds burgundy,trec5,1.0
67238c280a65008cdc8959637d3a57277abb7a2339356d58a89fcca8d5946a16,2001-12-15 23:00:44+07:00,Great time for rx sale libido,trec5,1.0
ee8ec90d63dfac2af5219204143fd84f3c5d371cd6ba9e84f4a4707714af79fc,2001-12-16 10:21:35-04:00,Deal sensor confusion,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 22:37:21-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
7e1160e53d2c0a8940ed854a098c2a0c64bb02a9fc5bf4412376b920a565c25d,2001-12-15 21:13:44-08:00,Where do we deliver your prize <|EMAIL|>,trec5,1.0
fd661e42d0168235e68eca43f2b5acae75e456c0d8385d8c2935124792a7f100,2001-12-15 21:21:37-08:00,A degree in ten months-start now <|EMAIL|> ,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-15 23:37:21-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
736bf750f2897f2387549b0873c8a08f3e5b4a697785ae98c2b58748b5b47089,2001-12-16 07:59:06+02:00,hello ;)),trec5,1.0
9e6caca93cdf919bd0d2a38c97357d27a5bca4dc69b57abac4d4b385a0518c1d,2001-12-16 15:06:03+09:00,!<|EMOJI|>!,trec5,1.0
b0b4ee88ef5c724297c740f661c4ef98b8eb9b40d72c781adc01e69be2097d83;546fe614028dd652ebe916258b6bd0ddfc9c7f85a15f44ec31f99ea249114821,1898-08-25 16:05:45+08:00,<|SIMBOL|><|SIMBOL|><|SIMBOL|>~<|SIMBOL|>é<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ç<|SIMBOL|>Í<|SIMBOL|>f~<|SIMBOL|><|SIMBOL|><|SIMBOL|>ï<|SIMBOL|>á<|SIMBOL|><|SIMBOL|><|SIMBOL|>b~recognize,trec5,1.0
7c014b7b5b8ed68d7f157fa0d5adc51c206fb5662b401d5913e3fc9ddff99e04,2001-12-15 22:33:46-08:00,Take advantage <|EMAIL|> of government aid,trec5,1.0
73964b5698ae8c52752bb7f2c5eb714a49977cf677d262d1ea2dbce0bfffad52,2001-12-16 01:41:35+00:00,"<|SIMBOL|><|SIMBOL|><|SIMBOL|>í) <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>Âü<|SIMBOL|><|SIMBOL|><|SIMBOL|>Ã ÃÖ<|SIMBOL|>ÅÇü ÇÚ<|SIMBOL|>åAEù <|SIMBOL|><|SIMBOL|> AE<|SIMBOL|>Çã <|SIMBOL|><|SIMBOL|>ÇÇAE<|SIMBOL|>ÄÝ,<|SIMBOL|>ðÄ<|SIMBOL|>,MP3, +Á<|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>ú<|SIMBOL|>Ý<|SIMBOL|>øÀÌ+ Á<|SIMBOL|><|SIMBOL|>Ç<|SIMBOL|>øÀÌ <|SIMBOL|>øÂ<|SIMBOL|> ÀÌ<|SIMBOL|><|SIMBOL|>AE<|SIMBOL|>~@ lqgshesm[NAME]wp[NAME]mc ",trec5,1.0
39509cf732cccf22d9335a67475e9ffe359a224efb113cf62daaba02c7dc5f41,2001-12-15 22:43:44-08:00,Makeover your kitchen-we will help <|EMAIL|>,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 00:42:40-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
753df40010b6237f66ff87775623b2262f842f9f454348ff4d55b3997016e5ad,2001-12-15 14:47:38+00:00,Glamour Teens In Super Elite video Galleries ,trec5,1.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 02:17:36-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 02:19:02-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 02:22:16-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 02:25:26-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 01:37:27-06:00,Start Date: [DATE]; HourAhead hour: 2; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 02:37:39-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
51a5c92a1c673f27009c6dd0a384f5122d050cf73ae94c1869d764c072a65b46,2001-12-16 16:47:09+08:00,<|SIMBOL|>à<|SIMBOL|>l<|SIMBOL|><|SIMBOL|><|SIMBOL|>b<|SIMBOL|>Ñ<|SIMBOL|>ý<|SIMBOL|><|SIMBOL|><|SIMBOL|>e<|SIMBOL|>k<|SIMBOL|>,trec5,1.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 03:13:52-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
071c2a7b4b46d78381175de226eb156a0635d6db15a2152ccebe88492a6233d9,2001-12-16 01:37:34-08:00,[EMAIL_ADDRESS] chance at One Million,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 03:37:25-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
220c7c68d3b010b65b0f141bf8a74277b90e01bfb342aa679becb9934f5d306b,2001-12-16 02:46:55-08:00,"No need to worry, you are always ready for it! desicate contrariwise",trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 04:37:30-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
f0b16b0d2ba67df8705dd2af7ce8498d991a62fae8402b7aec9c6d2d4721a50a,2001-12-16 02:46:29-08:00,You are only 15 minutes away from amazing night of love! waldorf curdle,trec5,1.0
5015cb05a1174ae9cd3297a64051c80e10cd5d95fe911c466fb80124d7f4967d,2001-12-16 04:56:40+06:00,"It's on the move, grab it now. ",trec5,1.0
f9bca3f55e1c27b251a9a610d70ce5cfe98c02cf4fe9c0abbc026b240b7d06db,2001-12-16 14:07:30-03:00,Favorable computer discs at favorable expenses!,trec5,1.0
10ab00bc6d7f9cbc3665e972565f507b612b36f6587dad05fd5ffdf84d7ceb63,2001-12-16 22:20:37-11:00,Wise shopper shouldn<|SIMBOL|><|SIMBOL|>t miss!,trec5,1.0
4b34438a097bade5648c86221503824bb488a420f7fe180b906b83d170b7ef25,2001-12-16 06:52:59+04:00,Popular store for computer discs,trec5,1.0
7044270ba62924884f3aca7a7b322ead904dabeec4f27e36adc0cd0696729158,2001-12-16 11:08:53+00:00,Change your computer disc installation method!,trec5,1.0
ce91446a8984b9ce5fd861d8f08612f0d8a395500e81dbc20ed3a1b4dbc5246f,2001-12-16 22:03:58-11:00,Choose one leading supplier for discs!,trec5,1.0
5b74a15aab635bc13adb406f62538e8849d354d92cbd6e6a015829e4edc52cb2,2001-12-16 12:59:58+00:00,"Stop the pain, get [PRODUCT]now",trec5,1.0
8c71b8ebf2f386f3396b6661cbfed74092c1e7d5d646053e721cc59851df7ee8,2001-12-16 03:42:04-08:00,Amazingly thin <|EMAIL|> your new camera phone,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 05:37:34-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
e657a6e006095b47d853d84ae9d881717f464882762d73118178321a04510bdd,2001-12-16 13:59:48+00:00,P41n & Anx|3ty Medication,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 06:37:25-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
c800fef20380b5f8eda08507a4e126404125aaea9ac809d1fab556b46c993a06,2001-12-16 05:08:45-08:00,Notice: response to your message,trec5,1.0
b995069d0e61e465cb6d23b758f299018b8e52a405da985db9ac5f16cc4ce2ba,2001-12-16 09:29:26-04:00,<|SIMBOL|>Í<|SIMBOL|>Í!! ÁøÂ<|SIMBOL|><|SIMBOL|>Î <|SIMBOL|>ÇÁ<|SIMBOL|>Çö<|SIMBOL|>ÝÀ<|SIMBOL|><|SIMBOL|>Î ÇÏ<|SIMBOL|>Â<|SIMBOL|><|SIMBOL|><|SIMBOL|>ä rpvatr z tk,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 07:37:30-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
4b1498de903d9f271463218d3fcc4dc4e1b2fc4ac74f29ae81095ea66dd759b0,2001-12-16 09:04:55-05:00,Re: Ci-alis VlVlAGRA Va1ium,trec5,1.0
0dc0aaba30dfaa7bc9cbd15041c3e9a8023ddd02b40019e82d58c600739ea38b,2001-12-16 04:11:57-08:00,Your Digital ID is about to expire,trec5,0.0
918872c1105e7508c845cf9c95fdcec854edc7064cb02f7c837cf41ac9e30f0e,2001-12-16 08:37:35-06:00,Reply: Nice Average Girl showing breast,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 08:37:24-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
a7e431eab35be2262fd63b4e9e2d0fd71576c5acd77718f7b1d93b2e1e4e5a8a,2001-12-16 15:05:35+00:00,Usefull soft dumping prices,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 09:37:24-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
a16b3c029c451122ac03171cce9e6a074c8bb638b3fe4820f1a53646db9ea28f,2001-12-16 23:55:34+08:00,Promote your service/product,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 10:37:30-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 11:37:25-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
b35b3c7258ddee557e216b041bdda5b9ee0d46cc3a863a9433483a7b82247166,2001-12-16 10:01:56-08:00,10 Grand spending limit available <|EMAIL|>,trec5,1.0
bb92608dbf860d841ac8e338b773776425a62ae709d465e79bab156b6a5fcb78,2001-12-16 17:55:30+00:00,Essential programs => low worth,trec5,1.0
0515a11cb1328dda883466b49fe249cf272d77cc26d20cab73df3e56548376eb,2001-12-16 22:23:48+04:00,[ORGANIZATION],trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 12:37:32-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
7c14bb017e7dfee1d6a161231389cd2881dcd9b81ffe14611bd06bd2ac487d6e,2001-12-17 01:08:58+00:00,"<|SIMBOL|><|SIMBOL|><|SIMBOL|>í) <|SIMBOL|>Ñ  Á<|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>ø<|SIMBOL|>ú<|SIMBOL|>Ý <|SIMBOL|>øÀÌ + Á<|SIMBOL|><|SIMBOL|>Ç<|SIMBOL|>øÀÌ + AE<|SIMBOL|>Çã <|SIMBOL|><|SIMBOL|>ÇÇAE<|SIMBOL|>ÄÝ,MP3,<|SIMBOL|>ðÄ<|SIMBOL|>AEù ÃÖ<|SIMBOL|>ÅÇüÈÞ<|SIMBOL|>ëAEù <|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|><|SIMBOL|>Ã <|SIMBOL|><|SIMBOL|><|SIMBOL|>áÁõÁ<|SIMBOL|>~@  [USERNAME]",trec5,1.0
d375751b48a4e255e67001d0321bbc613a75ef3a175607fd429c29786fdde519,2001-12-16 15:41:52+09:00,<|EMOJI|>2Shot<|EMOJI|>,trec5,1.0
ca157bc772dc8963846958b9c7e93c74bbc97a83e26ac594431f86ef912fe4a6,2001-12-17 03:25:19+09:00,<|EMOJI|>O<|EMOJI|>p<|EMOJI|>`<|EMOJI|>R<|EMOJI|>ŃO<|EMOJI|>r<|EMOJI|>A<|EMOJI|>A<|EMOJI|>C<|EMOJI|>h<|EMOJI|>,trec5,1.0
a4c6ebef29e401d52ac0316459dd53688fc5044951e27442f6e9f5d3727ef671,2001-12-16 11:31:39+00:00,Re: [PRODUCT] Order [connubial],trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 13:37:39-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 14:37:41-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
5df5ec22c37daaffd042b8348a17d8b44164e75f53ac9396d8aeb405f68e8d38,2002-11-09 21:47:36+08:00," <|EMOJI|>..<|EMOJI|>,<|EMOJI|>!!1",trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 15:37:44-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
fa1fc11e554a2857762b50f28007dd0b1510f677c5186d98e88595a4c3d1826e,2001-12-16 23:51:47+02:00,I NEED YOUR ASSISTANCESHIP,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 16:57:15-06:00,Schedule Crawler: HourAhead Failure,trec5,0.0
1244f2e1f536b3f3216bbf5728abffba0c1bd45f269118d7752b35a1ada3a041,1999-07-26 07:32:14+01:00,Winning Notification,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 17:37:32-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a73de856b7e619bc916d6588efabfacc9ea00b3cc26e9a8dd1208adc1ce2fcd,2001-12-16 09:33:51-05:00,Its all about cheap meds nowRPMSQP,trec5,1.0
07fa700e15391c64865b3081b28a3ff9f75f4eb0c23ec62454b18dd9ee9d3874,2001-12-16 17:53:59-06:00,Confirm your banking details,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 18:37:26-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
02ad4a6e5c1899fc28abe7b939a5b304b1f4d8c08df00064759f5f8a354191d5,2001-12-16 16:55:53-08:00,Do you agree with a ban on smoking <|EMAIL|>,trec5,1.0
5c2bd387c6eae4280ea349b1fcadee55f61886e3ff7881cb4bcd127f985e1e80,2001-12-16 09:26:10+00:00,Petite Russian Teens With Tiny Tits!,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 19:37:34-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
4b788f925d9a3fcf4e00588fa1b6b0c37f708685c95c903f4f3f814214868ab9,2001-12-16 20:02:08-06:00,FYI: Secure page follwing,trec5,1.0
467e06c0f611ab125d41a40e4ed7ff56fea07361e08c57530ebc7147aa7b176b,2001-12-16 20:31:13-06:00,<|SIMBOL|>W<|SIMBOL|>C<|SIMBOL|>ù599<|SIMBOL|><|SIMBOL|>!! <|SIMBOL|>C<|SIMBOL|>qÅÜÀW<|SIMBOL|>_<|SIMBOL|>Ê<|SIMBOL|>OÀI<|SIMBOL|>M,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 20:37:29-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
bb517daf00666863df30d5d6fedc49ab587c14d7fdcff1eea248bb3a8344625f,2001-12-16 20:52:23-06:00,something unusual,trec5,1.0
dab363c0ddadea21dcd2d7423e3e92056f106a6fb2b28ad4e8cb555f89d4fd4d,2001-12-16 20:52:16-06:00,Best software prices.  resuming spites,trec5,1.0
0a9a390efa7854a023a2e95cfb523d0a705555b671c6242c563f0ed85ab0e6f9,2001-12-17 05:52:16+03:00,Did you get it picked up yet?,trec5,1.0
nan,2001-12-17 04:59:44+02:00,Did you pick it up yet?,trec5,1.0
37a9331696c92e59be1ac4f8c1b2632925bb2e5eec5085489ed965015fb2fda6,2001-12-16 22:23:25-05:00,Application confirmation # [REFERENCE_NUMBER],trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 21:37:29-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2dbe1c8b778dd019f8eef207da05a79eb5fd2482c58c9ec13d3c72be3b402680,2001-12-16 23:27:57-05:00,FDA Approved ]medications that you can orderWZXK,trec5,1.0
3258464e17fe14dd581350d579d8248b743b86efc63eb603ea36aa5993e8264c,2001-12-16 20:27:50-06:00,URL for [ORGANIZATION],trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 22:37:29-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
068f70c2d1b641175acfd8f582bdab00a0ba0f84df0fe7a4969466d087b1b1fc,2001-12-16 23:01:03-06:00,New[PRODUCT] En1argement Patches! Your ID: [REFERENCE_NUMBER] serve,trec5,1.0
nan,2001-12-17 04:21:44+00:00,WEIRD INCEST GAMES,trec5,1.0
bc7ec93fcdcfe5c802448c3f761dc2e8d57fe12eb4f1a343725a7747608b1744,2001-12-16 21:10:31-06:00,What's next,trec5,0.0
cfb9bf08acdd2c3f7e20ba6ddac1d96b06f957d05b98e5b413f162cf1dbfddba,2001-12-16 22:20:24-05:00,Re: Follow-up,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-16 23:37:32-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 00:42:28-06:00,Start Date: [DATE]; HourAhead hour: [REFERENCE_NUMBER]; ,trec5,0.0
6bc049348a2617f3716d5b27654ba72f78eb868f70d3bd2d47d9a08984c06c11,2001-12-16 22:52:35-06:00,Re: [ORGANIZATION] - You've Got Mail: Hey,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 01:37:29-06:00,Start Date: [DATE]; HourAhead hour: 2; ,trec5,0.0
63d253dab9e2cb80ca49ff97603eac37193a2b241bbb33cd11910a1f7b876e1f,2001-12-17 00:04:09-06:00,FLOOD WARNING UNTIL [DATE] FOR [REFERENCE_NUMBER],trec5,0.0
d67a711104049d58653010ba0d9a4dfd32a448d88b616982d5f8a8d98282b786,2001-12-17 00:30:16+00:00,A busty blonde chick gets naked and displays her awesome body.,trec5,1.0
f882cdba0149ec1dad96adf9d947eb9b93a9a0a5c8564d23643263985066c461,2001-12-17 03:30:30-05:00,Re: CIALLlS Vi-agra Walium,trec5,1.0
3bb1f3ae762ee6b5fddd00e87df93e7328fe113ae8255b94f3504fd5aee44113,2001-12-17 03:29:50-05:00,Re: ClALiS VlAGRA Vallium,trec5,1.0
4fc603d7df88bc9143f25d3ae535d4d3d1e1419128892a2608bc87e86e972de8,2001-12-17 03:29:22-05:00,Re: CIALlS V'lAGRA WALLIUM,trec5,1.0
4b87efd9a82f956bf85ea58c1e2645d3437016046d271fd7e553c599a71cef30,2001-12-17 03:30:04-05:00,Re: [PRODU[[PRODUCT]]T] [PRODU[[PRODUCT]]T] [PRODU[[PRODUCT]]T],trec5,1.0
faaabab3afdd6a34390393023d5a803ee14e83d7bae9a00df456811f9d6997b6,2001-12-17 03:30:31-05:00,Re: ClALlS Vi-agra Walium,trec5,1.0
ba540a602b463c4beadef719fd62b63aa8b898b36eb2fc1b4391ce326f94e8c6,2001-12-17 03:30:11-05:00,Re: ClALlS V-AGRA VALlUM,trec5,1.0
20419712285a6a21c408814a7cfa2d1ecb85fb0c1003867deef17fed27332e74,2001-12-17 02:37:30-06:00,One of our huge winners is back. Look at this company again ,trec5,1.0
df9595dc361d472f9e98158dfddb6d6e85176e4c8d946b1916a66db48a72a4eb,2001-12-17 03:31:45-05:00,Re: CiAllis Vi-agra VALLlUM,trec5,1.0
14a3dc25b818d9e9cd0427c65df5be0cc0b4582af87495d9b67cd110a63b4c93,2001-12-17 03:33:49-05:00,Re: CIALlS V'lAGRA WALIUM,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 02:37:36-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
eddd29ccadfea829d078a7bfcaac314e7f129c3825a7da081008b706b25b996e,2001-12-17 00:58:38-06:00,Status of [DATE]'s payment proposal runs,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 03:37:34-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 04:37:43-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
a17ba3a3daa3f9c35ae9f6a879919d542e64b7448f62bfeb468483c835e4adfa,2001-12-17 09:16:29+00:00,RE: New wire requests - 17 Dec 01,trec5,0.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 05:37:27-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
bbcb257defa8151fb088116ae38ea7dfb985c70d375b86c5f8a21242856210e6,2001-12-17 06:16:13-06:00,Reply: Innnecot Jneny McCarthy fucking on private video,trec5,1.0
9b9f907b09ed707e34c7e309ce0882cdbfb5ddcc725158f2459b5dea1903924c,2001-12-17 04:20:24-08:00,A new refrigerator on us <|EMAIL|>,trec5,1.0
014b6e8c295be2a91befc77df2cc4800a4759eb44bed071e2de7e3b3942935a9,2001-12-17 10:08:41+00:00,"[NAME], here is your weather forecast for [ADDRESS]",trec5,0.0
cb058f4f88c74011f6c00e56304a39d444c399a432935b2016a7076e21b32132,2001-12-17 04:40:27-08:00,Get promoted <|EMAIL|> the degree you Need,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 06:37:23-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
7ca336f09fad4bc997e6984e2c1d75ae8abaf7fb8113d1e0f8491659efa3f593,2001-12-17 22:24:17-08:00,Penis enlargement pills,trec5,1.0
2a0c86a8fa25e09e3702b5442b2a35f7b59011badd551e2933f54a159adb4cd1,2001-12-17 07:37:54-06:00,Start Date: [DATE]; HourAhead hour: [TIME]; ,trec5,0.0
122b74ed9286b66d2181c06e695e658e01e4e41b34e5b94e27008ee1e3831d29,2001-12-17 03:51:32-08:00,<<Concur Expense Document>> - [REFERENCE_NUMBER],trec5,0.0
